"Reservoir","Reservoir_type","Year","Cyanobacteria_Max_cells/ml","logCyanoMax_cells/ml","Chlorophyll_a_ug/l","Secchi_cm","TP_ppb","P_dissolved_ppb","TKN_ppm","NH3_ppm","NOx_ppm","TOC_ppm","Alkalinity_ppm","NH36to8inflow_ppm","TKN6to8inflow_ppm","NOx6to8inflow_ppm","TP6to8inflow_ppb","TOC6to8inflow_ppm","Summer_precip_inches","Summer_precip_Z-score","mayST_Celsius","junST_Celsius","julST_Celsius","augST_Celsius","mayDO_mg/l","junDO_mg/l","mayDT_Celsius","junDT_Celsius","julDT_Celsius","augDT_Celsius"
"PRR",1,1996,"na","na","na","85.0","na","na","na","na","0.253","4.30","48.5","na","na","0.194","na","3.3",13.61,0.39,"17.73","25.12","27.48","27.32","7.20","2.40","14.13","15.26","15.14","15.34"
"PRR",1,1998,"1692.2","3.228","6.31","82.0","na","na","0.600","na","na","3.08","51.5","na","0.300","na","na","2.0",14.1,0.522,"23.05","24.61","28.07","27.95","8.46","2.05","14.43","15.64","17.40","17.58"
"PRR",1,2000,"1348.9","3.130","na","63.0","na","na","na","na","na","na","na","na","na","na","na","na",17.54,1.444,"20.35","25.08","28.14","27.32","5.19","2.30","13.97","15.76","17.56","17.64"
"PRR",1,2001,"na","na","na","78.7","na","na","na","na","na","na","na","na","na","na","na","na",13.39,0.331,"22.30","25.58","28.35","28.21","3.54","1.57","14.57","15.98","17.20","18.08"
"PRR",1,2002,"2535.2","3.404","na","75.0","na","na","na","na","na","na","na","na","na","na","na","na",6.8,-1.436,"19.50","27.40","29.62","28.17","4.72","1.38","15.27","15.60","16.55","17.43"
"PRR",1,2004,"3917.8","3.593","na","87.8","na","na","na","na","na","na","na","na","na","na","na","na",12.32,0.045,"21.82","26.08","27.48","26.57","3.49","1.00","14.29","15.41","15.93","16.67"
"PRR",1,2006,"4073.0","3.610","na","71.7","na","na","na","na","na","na","na","na","na","na","na","na",18.63,1.736,"18.83","25.99","28.60","29.11","4.76","1.18","14.29","14.89","16.34","17.04"
"PRR",1,2007,"4473.9","3.651","na","72.0","na","na","0.344","0.018","0.008","3.25","60.0","0.000","0.391","0.008","9.0","4.2",7.91,-1.138,"21.24","25.90","27.46","28.86","4.08","1.82","11.78","13.11","14.68","16.06"
"PRR",1,2008,"22251.9","4.347","na","na","26.7","na","0.187","0.044","0.017","8.44","71.1","0.024","0.410","0.200","19.5","15.0",9.44,-0.728,"17.42","25.70","27.11","27.91","5.88","1.69","13.42","14.64","15.25","15.34"
"PRR",1,2010,"62844.4","4.798","na","74.0","7.9","na","0.300","0.025","0.052","3.10","66.0","0.000","0.140","0.260","13.0","3.3",10.72,-0.384,"23.10","29.94","31.83","32.56","3.88","1.89","15.73","17.00","18.14","19.49"
"PRR",1,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12.7,0.146,"na","na","na","na","na","na","na","na","na","na"
"PRR",1,2014,"407748.2","5.610","na","60.0","35.7","na","1.450","0.241","0.006","5.30","58.2","na","na","na","na","na",10.33,-0.489,"na","na","na","30.27","na","na","na","na","na","18.23"
"PRR",1,2015,"227854.1","5.358","7.30","58.0","3.2","na","1.183","0.135","0.059","3.82","59.4","0.076","0.600","0.397","2.0","2.0",19.72,2.029,"na","na","26.23","26.64","na","na","na","na","15.95","16.28"
"PRR",1,2017,"1385836.3","6.142","5.72","98.0","21.6","9.2","0.514","0.097","0.041","6.04","62.4","0.105","0.330","0.828","27.0","4.3",13.04,0.238,"21.08","25.49","28.71","26.87","4.22","1.62","15.55","16.34","17.62","18.46"
"PRR",1,2018,"556079.5","5.745","9.86","124.0","47.1","37.8","0.570","0.174","0.006","5.09","74.8","0.138","0.477","0.069","101.0","3.8",17.02,1.305,"22.31","26.61","27.70","28.42","7.94","2.96","12.26","13.45","15.29","15.60"
"RRR",2,1987,"na","na","8.00","78.0","16.5","12.5","0.200","0.050","0.150","2.00","85.5","0.200","0.450","0.725","92.8","4.5",7.28,-1.393,"na","na","na","na","na","na","na","na","na","na"
"RRR",2,1990,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",10.87,-0.305,"17.40","24.91","27.47","27.31","4.94","0.93","12.03","15.54","15.80","15.87"
"RRR",2,1991,"na","na","na","72.0","na","na","na","0.050","na","na","na","0.025","0.163","0.550","17.0","5.5",5.74,-1.86,"22.45","27.40","30.09","27.43","na","1.54","12.60","14.43","16.37","17.25"
"RRR",2,1998,"1669.6","3.223","15.20","84.0","na","na","0.050","na","na","4.50","79.0","na","0.075","na","na","3.2",13.19,0.399,"22.18","26.90","28.53","28.70","3.81","0.69","13.79","16.10","18.75","19.84"
"RRR",2,1999,"249.7","2.397","na","na","15.0","5","0.050","na","0.175","4.05","78.0","na","0.175","0.555","23.3","2.6",7.59,-1.299,"23.56","26.88","29.91","28.15","4.17","1.32","13.75","14.10","14.94","16.36"
"RRR",2,2001,"6799.6","3.832","na","64.3","na","na","na","na","na","na","na","na","na","na","na","na",15.37,1.06,"23.36","25.64","28.25","29.24","-0.49","0.84","12.54","14.86","15.37","17.53"
"RRR",2,2005,"717.4","2.856","na","84.0","na","na","na","na","na","na","na","na","na","na","na","na",14.78,0.881,"21.41","26.20","28.47","29.12","3.54","0.60","12.30","12.98","14.17","15.37"
"RRR",2,2006,"883.2","2.946","na","67.7","46.7","na","0.540","na","0.010","4.23","79.8","na","0.763","0.857","140.0","5.5",13.13,0.381,"20.66","25.67","29.66","29.94","3.07","0.59","12.47","17.40","19.33","21.04"
"RRR",2,2007,"560.8","2.749","na","96.0","na","na","0.271","0.018","0.008","3.61","101.0","0.000","0.361","0.644","19.3","4.6",8.83,-0.923,"22.58","26.91","28.51","29.79","3.66","2.04","11.61","12.75","14.33","15.55"
"RRR",2,2009,"na","na","na","64.0","48.6","na","0.731","0.051","0.849","9.81","98.5","0.054","1.060","3.904","187.5","14.0",18.16,1.906,"21.37","27.54","25.96","28.70","3.16","0.43","15.27","19.14","21.04","22.88"
"RRR",2,2011,"33559.8","4.526","na","64.0","30.8","na","0.680","0.021","0.086","6.60","72.3","0.000","0.580","1.200","7.0","3.4",12.42,0.165,"na","24.61","na","na","na","0.35","na","16.04","na","na"
"RRR",2,2013,"109762.8","5.040","na","80.0","14.1","na","0.286","0.011","0.132","3.71","94.7","na","na","na","na","na",16.69,1.46,"na","na","na","na","na","na","na","na","na","na"
"RRR",2,2015,"67577.6","4.830","3.03","81.0","3.9","na","0.822","0.152","0.099","3.81","82.5","0.137","0.700","0.384","2.0","2.8",18.97,2.152,"na","na","28.04","na","na","na","na","na","19.48","na"
"RRR",2,2018,"1079339.4","6.033","8.98","60.0","19.3","30.7","0.242","0.117","0.027","4.86","93.7","0.137","0.119","0.888","74.0","3.1",13.32,0.438,"24.20","29.53","29.47","28.56","4.50","0.40","13.07","16.09","21.79","23.06"
"SRR",3,1987,"na","na","10.60","na","24.0","24","0.700","0.050","4.700","5.50","130.0","na","na","na","na","na",15.67,0.751,"na","na","na","na","na","na","na","na","na","na"
"SRR",3,1989,"na","na","12.00","17.0","89.7","42.33333333","0.667","0.133","2.800","3.67","99.5","na","na","na","na","na",13.47,0.176,"15.49","23.18","26.59","25.42","8.84","3.12","12.90","18.11","20.92","22.40"
"SRR",3,1990,"na","na","4.00","44.0","na","na","na","na","na","na","na","na","na","na","na","na",16.68,1.015,"15.23","21.95","25.32","24.31","7.86","3.92","11.63","17.33","20.06","20.99"
"SRR",3,1992,"3895.9","3.591","25.08","24.0","5.0","5","1.250","0.050","3.900","9.50","111.5","na","na","na","na","na",11.08,-0.448,"16.59","20.73","23.62","24.47","6.94","2.39","12.19","16.16","19.74","21.65"
"SRR",3,1994,"na","na","8.53","28.0","na","na","na","na","na","14.00","na","na","na","na","na","na",13.33,0.14,"14.80","25.51","na","na","8.13","3.07","12.59","14.68","na","na"
"SRR",3,1995,"480.4","2.682","na","42.0","na","na","na","na","na","10.43","134.0","na","na","na","na","na",7.65,-1.343,"15.12","24.21","26.95","29.25","9.00","2.06","12.30","17.36","20.68","22.29"
"SRR",3,1996,"na","na","na","39.0","na","na","na","na","na","8.03","115.0","na","na","na","na","na",14.45,0.432,"15.16","22.86","24.63","25.17","8.88","4.75","11.83","15.80","18.73","22.16"
"SRR",3,1997,"na","na","10.13","39.0","na","na","na","na","na","6.96","na","na","na","na","na","na",15.92,0.816,"13.53","22.50","25.90","na","7.00","3.83","11.73","15.13","20.19","na"
"SRR",3,1999,"1258.6","3.100","na","53.0","15.0","12.5","na","na","na","6.65","110.0","na","na","na","na","na",11.5,-0.338,"18.34","25.55","31.68","26.92","6.79","2.72","13.09","20.05","23.25","20.36"
"SRR",3,2003,"70699.0","4.849","na","28.0","na","na","na","na","na","na","na","na","na","na","na","na",16.55,0.981,"18.10","21.71","25.05","26.81","6.12","2.58","13.85","16.91","20.32","22.61"
"SRR",3,2004,"115935.6","5.064","na","39.0","na","na","na","na","na","na","na","na","na","na","na","na",16.34,0.926,"18.78","23.59","24.13","24.92","5.69","1.87","14.71","18.60","22.08","22.20"
"SRR",3,2008,"20304.2","4.308","na","33.0","1025.0","na","1.040","0.145","2.975","11.25","132.5","na","na","na","na","na",7.92,-1.273,"16.28","24.83","25.29","25.29","6.75","2.84","14.08","19.83","23.10","23.17"
"SRR",3,2009,"na","na","na","36.0","162.0","na","0.937","0.127","12.442","15.00","133.3","na","na","na","na","na",9.71,-0.805,"18.23","23.42","24.09","24.42","6.77","1.97","15.80","17.94","20.27","20.23"
"SRR",3,2010,"5256.0","3.721","na","23.0","207.3","na","1.447","0.127","6.407","10.69","114.5","na","na","na","na","na",16.64,1.004,"18.23","25.55","28.50","26.99","4.32","1.42","15.49","20.57","23.83","25.20"
"SRR",3,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",9.13,-0.957,"na","na","na","na","na","na","na","na","na","na"
"SRR",3,2015,"63277.5","4.801","1.80","40.0","19.6","na","1.133","0.209","0.046","6.27","121.6","na","na","na","na","na",20.73,2.072,"na","na","na","24.25","na","na","na","na","na","23.24"
"TAR",2,1989,"na","na","14.19","28.3","75.7","16.6","0.450","0.077","0.202","3.97","103.3","0.100","0.533","1.467","511.7","6.0",15.8,0.745,"17.18","25.74","27.74","26.59","3.88","0.43","7.99","11.13","11.65","11.83"
"TAR",2,1990,"na","na","20.43","25.5","120.8","10.5","0.544","0.088","0.306","6.13","118.9","na","na","na","na","na",13.51,0.188,"17.53","23.88","26.64","26.82","2.79","0.74","9.79","13.59","13.47","14.90"
"TAR",2,1993,"63250.0","4.801","16.54","32.0","na","na","na","0.293","na","6.14","108.3","na","na","na","na","na",14.49,0.427,"20.43","24.25","29.05","28.13","4.72","1.31","8.41","9.63","11.03","11.55"
"TAR",2,1997,"na","na","30.37","32.0","na","na","na","na","0.005","7.89","na","na","na","0.195","na","8.7",9.87,-0.696,"16.57","22.59","27.45","25.87","3.22","1.83","12.55","16.08","17.28","17.01"
"TAR",2,1999,"30342.9","4.482","na","30.7","52.1","5.833333333","0.820","na","0.057","5.90","75.3","na","0.800","0.160","455.0","7.3",9.6,-0.762,"21.50","27.77","29.54","28.55","2.33","0.92","10.20","12.34","14.13","14.25"
"TAR",2,2001,"9307.6","3.969","na","41.0","na","na","na","na","na","na","na","na","na","na","na","na",8.28,-1.083,"23.64","25.14","27.41","28.08","2.53","0.34","10.21","10.95","11.31","11.85"
"TAR",2,2002,"na","na","na","28.3","na","na","na","na","na","na","na","na","na","na","na","na",5.41,-1.781,"18.37","26.00","29.75","28.59","2.16","0.16","13.54","14.26","13.93","14.26"
"TAR",2,2004,"17704.6","4.248","na","26.0","na","na","na","na","na","na","na","na","na","na","na","na",14.4,0.405,"22.01","26.37","27.47","26.61","2.18","0.42","11.05","16.94","17.13","19.22"
"TAR",2,2007,"11295.5","4.053","na","48.0","na","na","0.461","0.018","0.008","4.33","118.0","0.123","0.935","0.008","244.0","6.1",6.6,-1.491,"21.62","26.59","27.13","28.59","1.35","0.01","9.44","10.30","10.76","11.23"
"TAR",2,2008,"53000.6","4.724","na","34.0","310.3","na","0.706","0.272","0.061","14.57","125.7","0.085","0.285","0.385","205.0","15.5",7.92,-1.17,"18.75","26.00","27.37","27.81","2.87","0.24","12.77","13.55","13.95","14.29"
"TAR",2,2009,"na","na","na","23.5","264.6","na","1.192","0.098","0.085","12.11","135.0","0.058","1.010","1.540","430.5","14.5",15.09,0.572,"21.37","26.90","25.55","27.97","2.07","0.05","12.91","14.47","15.21","16.71"
"TAR",2,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",15.9,0.769,"na","25.37","31.25","29.50","na","0.46","na","17.93","18.74","19.18"
"TAR",2,2015,"942997.7","5.975","8.80","24.0","39.9","na","1.843","0.147","0.038","5.96","86.2","0.130","1.600","1.410","235.0","4.5",23.58,2.636,"na","na","na","27.72","na","na","na","na","na","20.65"
"WFR",3,1987,"na","na","na","10.0","220.1","45.33333333","0.900","0.454","0.180","7.83","100.0","0.000","na","0.650","161.5","7.0",7.24,-1.293,"na","na","na","na","na","na","na","na","na","na"
"WFR",3,1991,"na","na","na","14.0","340.7","13.75","1.217","0.317","na","7.43","125.0","0.000","na","0.125","155.3","6.3",8.67,-0.795,"20.39","25.42","26.98","24.93","na","na","na","na","na","na"
"WFR",3,1993,"14429.0","4.159","63.93","12.0","na","na","na","0.613","na","7.75","91.7","0.533","na","na","na","8.5",6.05,-1.708,"20.20","23.24","28.46","26.05","na","na","na","na","na","na"
"WFR",3,1997,"na","na","17.00","10.0","na","na","na","na","na","na","na","na","na","0.642","na","12.6",12.75,0.627,"na","na","25.96","24.68","na","na","na","na","na","na"
"WFR",3,1998,"4576.2","3.661","39.33","na","na","na","1.275","na","na","6.03","72.5","na","na","na","na","5.2",12.21,0.439,"23.72","23.26","24.90","26.85","na","na","na","na","na","na"
"WFR",3,1999,"829.6","2.919","na","25.0","75.0","5","0.700","na","0.025","7.13","95.5","na","na","0.370","100.0","5.1",8.04,-1.014,"22.17","25.32","28.62","25.98","na","na","na","na","na","na"
"WFR",3,2001,"8396.9","3.924","na","17.0","na","na","na","na","na","na","na","na","na","na","na","na",15.4,1.55,"25.19","22.67","26.40","27.85","na","na","na","na","na","na"
"WFR",3,2003,"390.7","2.592","na","14.0","na","na","na","na","na","na","na","na","na","na","na","na",18.45,2.613,"20.38","22.04","26.18","26.82","na","na","na","na","na","na"
"WFR",3,2005,"11564.0","4.063","na","20.0","na","na","na","na","na","na","na","na","na","na","na","na",10.57,-0.133,"18.54","25.89","27.40","27.74","na","na","na","na","na","na"
"WFR",3,2006,"7108.1","3.852","na","22.3","na","na","na","na","na","na","na","na","na","na","na","na",9.53,-0.495,"20.30","25.17","28.82","27.02","na","na","na","na","na","na"
"WFR",3,2008,"35644.0","4.552","na","na","na","na","na","na","na","na","na","0.095","na","0.078","51.5","10.3",10.5,-0.157,"17.31","25.31","26.34","25.28","na","na","na","na","na","na"
"WFR",3,2009,"na","na","na","17.5","293.2","na","1.242","0.149","0.322","11.81","100.0","0.130","na","0.610","240.0","16.0",13.87,1.017,"20.55","25.45","26.27","27.14","na","na","na","na","na","na"
"WFR",3,2010,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",13.04,0.728,"20.63","26.86","30.10","29.64","na","na","na","na","na","na"
"WFR",3,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",10.86,-0.032,"na","na","na","na","na","na","na","na","na","na"
"WFR",3,2012,"143095.1","5.156","25.50","13.0","100.5","na","0.922","0.015","0.022","5.35","113.3","na","na","na","na","na",6.98,-1.384,"na","na","31.49","na","na","na","na","na","na","na"
"WFR",3,2013,"419674.4","5.623","na","21.0","80.3","na","1.725","0.011","0.110","5.70","na","na","na","na","na","na",11.84,0.31,"na","na","na","28.26","na","na","na","na","na","na"
"WFR",3,2014,"543030.5","5.735","na","17.3","98.0","na","1.942","0.194","0.048","5.76","106.7","na","na","na","na","na",10.3,-0.227,"na","na","25.64","26.41","na","na","na","na","na","na"
"WFR",3,2016,"311860.0","5.494","18.96","22.0","84.6","na","0.939","0.141","0.040","8.62","na","na","na","na","na","na",15.82,1.697,"21.04","25.94","28.42","28.82","na","na","na","na","na","na"
